post_id,content_type,video_duration_sec,caption_length,post_day_of_week,post_hour,post_day,post_month,post_year,follower_count,hashtag_count,is_verified,is_paid_partnership,hashtags,like_count,comment_count,view_count,play_count,engagement_rate,dataset,hashtag_type_mix,time_block,is_weekend
3412457223883392122,reel,129.199,322,Monday,4,15,7,2024,80091,5,True,False,"['bangsalisolasi', 'kimberlyryder', 'mediavisit', 'filmthriller', 'antaranewscom']",111,5,86400,576796,0.0014483344154222644,DS3,niche_only,night,False
3585989286122707277_2035212689,reel,19.232,331,Tuesday,14,11,3,2025,26267,10,False,False,"['cagliari', 'elisabettafranchi', 'rbdonna', 'newcollection', 'fashionstyle', 'bagelisabettafranchi', 'newcollectionelisabettafranchi', 'grwm', 'palazzodoglio', 'relish']",18,0,308,2737,0.0006852444038373687,DS3,niche_only,afternoon,False
3491848303851629429,reel,25.74,35,Friday,17,1,11,2024,80091,0,True,False,[],57,0,4929,10062,0.0007116815661988713,DS3,none,afternoon,False
3600491876723344805_243873482,reel,99.366,759,Monday,14,31,3,2025,113617,0,True,False,[],427,2,3693,15005,0.0037758101709236213,DS3,none,afternoon,False
3634647611090109148_184807801,reel,14.6,34,Saturday,17,17,5,2025,1047082,0,True,False,[],3423,33,557,91954,0.0033005979468676313,DS3,none,afternoon,True
3575681525924174716_2342513721,reel,2.233,291,Tuesday,9,25,2,2025,143077,30,False,False,"['hamburg', 'münchen', 'köln', 'frankfurt', 'sttutgart', 'düsseldorf', 'essen', 'leipzig', 'bremen', 'dresden', 'hannover', 'nürnberg', 'duisburg', 'bochum', 'wuppertal', 'bielefeld', 'bonn', 'münster', 'karlsruhe', 'mannheim', 'augsburg', 'wiesbaden', 'gelsenkirchen', 'braunschweig', 'kiel', 'chemnitz', 'aachen', 'magdeburg', 'oberhausen', 'erfurt']",99,1,4771,21776,0.0006989194704986091,DS3,niche_only,morning,False
3548230799667617824,reel,30.8,484,Saturday,12,18,1,2025,80091,6,True,False,"['พิษเบ๊บ', 'bjouting', 'ช่องวัน31', 'gmm25', 'bjouting', 'pitbabetheseries', 'pitbabe', 'พิษเบ๊บ', 'change2561']",1617,26,3844,17283,0.02051390900464466,DS3,niche_only,afternoon,True
3627946079113134478_8653171572,reel,32.666,507,Thursday,11,8,5,2025,26171,10,False,False,"['yogyagroup', 'sumbersarijunction', 'infoyogyagroup', 'belanjahemat', 'hanyadiyogya', 'diskon', 'promo', 'shopping', 'green', 'belanjabulanan']",14,1,22,1505,0.0005731315910132966,DS3,niche_only,morning,False
3586896674728780188_13100528906,reel,12.7,286,Wednesday,20,12,3,2025,124558,4,True,False,"['looks', 'moda', 'parisfashionweek', 'tnestilo']",19,0,287,2350,0.0001525381546094622,DS3,niche_only,evening,False
3510663061021895449_35268679,reel,13.966,1884,Wednesday,16,27,11,2024,364402,8,True,False,"['vegan', 'plantbased', 'asmrfood', 'veganfood', 'veganrecipes', 'easyrecipes', 'salad', 'healthyrecipes']",4325,97,0,175275,0.012134916562157832,DS3,niche_only,afternoon,False
3587379029327408438,reel,25.525,88,Thursday,12,13,3,2025,80091,0,True,False,[],172,4,2803,18022,0.0021974729061579185,DS3,none,afternoon,False
3604548035315303985,reel,44.333,97,Sunday,5,6,4,2025,80091,0,False,False,"['我是青青', '觀音菩薩', '渡化法會']",164,1,2300,6699,0.0020601308495230486,DS3,niche_only,night,True
3614549954271370594_258541351,reel,50.8,378,Sunday,0,20,4,2025,352156,10,True,False,"['japantrip', 'familychallenge', '7elevenjapan', 'japanwithkids', 'japaneseconveniencestore', 'budgettravel', 'tokyofood', 'allstarsteven', 'thingsinjapanthatmakesense', 'familytime']",5441,138,72862,181016,0.015842365762997752,DS3,niche_only,night,True
3474222066553068356,reel,15.0,9,Tuesday,9,8,10,2024,80091,0,False,False,[],22,1,47,223,0.0002871697547820007,DS3,none,morning,False
3601799413229102422,reel,32.566,65,Wednesday,10,2,4,2025,80091,0,False,False,['🫂#'],62,8,1392,5459,0.000873994905858263,DS3,niche_only,morning,False
3770109246903023835_3079774355,reel,50.2,274,Thursday,15,20,11,2025,483624,2,True,False,"['k18hair', 'k18results']",187,20,0,25244,0.00042801757560093046,DS3,niche_only,afternoon,False
3604200044347306796_3146186172,reel,5.94,0,Saturday,17,5,4,2025,60857,0,False,False,[],20,0,47,443,0.0003286338690065398,DS3,none,afternoon,True
3393422749116059174_7650903456,reel,74.033,0,Tuesday,21,18,6,2024,666,0,False,False,[],13,2,54,222,0.022488755622188907,DS3,none,evening,False
3785744475365331798_2078684231,reel,10.03,132,Friday,5,12,12,2025,3039342,4,True,False,"['zeemarathi', 'aamhisarekhavayye', 'promo', 'zm']",792,1,51410,197659,0.000260911650971937,DS3,niche_only,night,False
3470758804902728145_7597233111,reel,23.4,40,Thursday,14,3,10,2024,474,0,False,False,[],3588,22,39258,99697,7.6,DS3,none,afternoon,False
3374961611033760088_15291759,reel,33.732,274,Friday,10,24,5,2024,54377,7,True,False,"['fyp', 'fypシ', 'relatable', 'arisantrans7', 'mamacuan', 'mamaceria', 'newjeans']",204,27,21728,65249,0.004248041487366214,DS3,mixed,morning,False
3585329834626121857,reel,27.6,131,Monday,16,10,3,2025,80091,1,False,False,['ouroadfminusa_d2'],44,1,136,367,0.0005618538680517405,DS3,niche_only,afternoon,False
3455125958678169357_2116041591,reel,22.8,356,Thursday,1,12,9,2024,54918,30,False,True,"['torontofood', 'toronto', 'torontoeats', 'torontofoodie', 'torontolife', 'blogto', 'ix', 'tastetoronto', 'foodporn', 'foodie', 'food', 'torontofoodies', 'yyzeats', 'foodstagram', 'foodphotography', 'torontoblogger', 'instafood', 'tastethesix', 'cravethe', 'torontorestaurants', 'foodblogger', 'canada', 'the', 'yummy', 'tofoodies', 'yyz', 'toreats', 'toeats', 'foodtoronto', 'insta']",553,79,745,12542,0.011507857025801635,DS3,niche_only,night,False
3494245877215330142,reel,9.7,394,Tuesday,0,5,11,2024,80091,1,False,False,"['도쿄혜원', 'tokyo']",112,8,4007,10564,0.001498276981471308,DS3,niche_only,night,False
3585030562286695705,reel,48.633,18,Monday,6,10,3,2025,80091,0,True,False,[],13,2,313,864,0.0001872846226839135,DS3,none,morning,False
3600231345081483839_3089923105,reel,57.433,545,Monday,6,31,3,2025,277731,6,True,False,"['gibranrakabumingraka', 'wapresgibran', 'idulfitri', 'salatidulfitri', 'lebaran', 'wakilpresiden']",60,0,1782,4272,0.0002160356026673196,DS3,niche_only,morning,False
3237391959281798866_335364845,reel,11.833,96,Thursday,15,16,11,2023,36369,4,False,False,"['travelgram', 'lategram', 'contentcreator', 'toranimakana']",5049,32,109640,254045,0.13970305196590596,DS3,niche_only,afternoon,False
3626623344314942490,reel,85.28,168,Tuesday,16,6,5,2025,80091,0,True,False,[],233,1,63,20020,0.0029216401138690506,DS3,none,afternoon,False
3520430354294796895,reel,30.0,108,Wednesday,3,11,12,2024,80091,6,False,False,"['viralvideo', 'trendingaudio', 'hindisongs', 'viewforview', 'viralvideo', 'harshrawat1212❤️😍']",1232,35,5000,17183,0.01581930779603456,DS3,niche_only,night,False
3626759896446000380,reel,64.733,486,Tuesday,20,6,5,2025,80091,5,True,False,"['oftalmologia', 'saúdeocular', 'itapipoca', 'coiitapipoca', 'visãocomqualidade']",324,32,4232,156204,0.00444488837836488,DS3,niche_only,evening,False
3744837666320697345,reel,18.24,35,Thursday,18,16,10,2025,80091,0,False,False,[],513,1,48374,92970,0.0064176197373021025,DS3,none,evening,False
3628188405268678858,reel,10.7,178,Thursday,19,8,5,2025,80091,6,False,False,"['antalya', 'hafız', 'hafızlık', 'kurân', 'hafızlıktöreni', 'hafızlıkmerasimi']",130,6,476,4753,0.0016980472456674823,DS3,niche_only,evening,False
3613979327994502359,reel,25.5,265,Saturday,5,19,4,2025,80091,4,False,False,"['breakingnews', 'news', 'viralnews', 'viral']",91,0,2556,6213,0.0011361933776157418,DS3,mixed,night,True
3576854925403628119_193701242,reel,15.033,159,Thursday,0,27,2,2025,159943,7,True,False,"['oppositesattract', 'couple', 'husbandandwife', 'marriage', 'heightdifference', 'relationships', 'couplecomedy']",1207,26,36678,113375,0.007708948131846146,DS3,niche_only,night,False
3616031060983440079_1318002152,reel,43.5,117,Tuesday,1,22,4,2025,331838,0,True,False,[],2252,53,13568,48523,0.006946139543573842,DS3,none,night,False
3800474662900334768_1433767402,reel,28.245,149,Thursday,12,1,1,2026,390356,3,True,False,"['lesserarfim', 'kpopchart', 'kc_br']",7632,111,44533,93096,0.01983568886941953,DS3,niche_only,afternoon,False
3507050768694273062_53240155,reel,15.533,971,Friday,16,22,11,2024,66923,4,False,False,"['hungryintaipei', 'hungryintaipei_hotpot', 'hungryintaipei_orange', 'shabushabu', '火鍋']",501,14,9239,26038,0.007695296156834618,DS3,niche_only,afternoon,False
3685343685638811867_187390155,reel,111.933,144,Saturday,16,26,7,2025,69957,6,True,False,"['ozzy', 'ozzyosbourne', 'alicecooper', 'judaspriest', 'ironmaiden', 'rollingstones']",3253,236,0,35705,0.04987278081134395,DS3,niche_only,afternoon,True
3621980992736981216_19442757328,reel,13.633,438,Wednesday,6,30,4,2025,14939,20,False,False,"['nasikulit', 'nasikulitmakjudes', 'nasikotakmakjudes', 'nasikotakjakarta', 'nasikulitjakarta', 'nasikotakbekasi', 'nasikulitbekasi', 'jktfoodbang', 'cateringjkt', 'grabfood', 'gofood', 'shopeefood', 'kontenkreator', 'konten', 'kontenlucu', 'lucu', 'funnyvideos', 'kesenjangansosial', 'relate', 'fypppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp']",39,0,0,987,0.0026104417670682733,DS3,niche_only,morning,False
3780277893999050454_200781429,reel,89.9,980,Thursday,16,4,12,2025,409147,2,True,False,"['majalahnona', 'masjidhabib']",6717,146,62681,114910,0.016773881333893848,DS3,niche_only,afternoon,False
3537687643452975260_3314342566,reel,49.666,515,Friday,23,3,1,2025,55960,6,False,False,"['kabarjambi', 'infojambi', 'jambilagi', 'jambigemilang', 'beritajambi', 'batubara']",57,0,0,3922,0.0010185665016708065,DS3,niche_only,evening,False
3578227959028790025,reel,17.733,186,Friday,21,28,2,2025,80091,10,True,False,"['adamrosscustom', 'baseball', 'houstonastros', 'mensfashion', 'gameday', 'homerun', 'sports', 'style', 'houston', 'htown']",268,2,1244,5956,0.003371123208310443,DS3,niche_only,evening,False
3762658208050766383_48413985760,reel,84.366,144,Monday,8,10,11,2025,381426,10,True,False,"['surat', 'viral', 'ahmedabad', 'gujarat', 'instagood', 'viralvideos', 'reels', 'viralreels', 'property', 'mumbai']",196,25,0,25164,0.0005794031361177893,DS3,mixed,morning,False
3574538269441958147,reel,26.233,121,Sunday,19,23,2,2025,80091,3,False,False,"['familia', 'juego', 'tiempoenfamilia']",2398,54,44038,125917,0.030614792988063726,DS3,niche_only,evening,True
3704258375078042026,reel,13.333,251,Thursday,18,21,8,2025,80091,11,False,False,"['fyp', 'fypシ', 'trendingaudío', 'viralreels', 'aesthetic', 'foryou', 'explorepage', 'pypppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp', 'meeshohaul', 'savana', 'myntra']",,1679,107994,230288,,DS3,mixed,evening,False
3539542962130556321_34701659016,reel,19.4,249,Monday,12,6,1,2025,618309,0,False,False,[],197,4,27142,91695,0.0003250796526014459,DS3,none,afternoon,False
3562412924820848050_7038992923,reel,34.0,82,Friday,1,7,2,2025,403915,1,True,False,['southerncharm'],519,13,0,57124,0.001317105536794779,DS3,niche_only,night,False
3599691450148940619_18184203674,reel,27.733,466,Sunday,12,30,3,2025,272335,19,False,False,"['sangeetnight', 'sangeetdance', 'choreography', 'dance', 'dancer', 'dancereels', 'bollywood', 'sangeet', 'sangeetchoreography', 'preformance', 'weddingdance', 'dancevideo', 'danceoftalent', 'weddingblog', 'weddingnight', 'weddingseason', 'weddingchoreography', 'sangeetchoreography', 'sangeetperformance']",190,0,4916,15073,0.0006976675870982904,DS3,niche_only,afternoon,True
3601934714050497757,reel,13.933,414,Wednesday,14,2,4,2025,80091,13,False,False,"['janiraider', 'lapalette', 'frenchrestaurant', 'iconicrestaurant', 'saintgermaindespres', 'spotlit', 'spotlitapp', 'pariscityguide', 'exploreparis', 'visitparis', 'parisfashionweek', 'pfw', 'bestrestaurantparis']",,0,2337,6069,,DS3,niche_only,afternoon,False
3610216288113108068_3108789246,reel,17.766,0,Monday,0,14,4,2025,46955,0,False,False,[],133,42,228,823,0.0037268932617769827,DS3,none,night,False
3779536775179139307_547721319,reel,57.32,250,Wednesday,15,3,12,2025,466643,5,False,False,"['ad', 'bridesmaidreadywithserum', 'vitamincplusserum', 'skincare', 'garnier']",25705,216,577682,1680274,0.05554769803104722,DS3,niche_only,afternoon,False
3628916380507107720,reel,44.0,230,Friday,19,9,5,2025,80091,0,False,False,[],84,6,83,2516,0.001123707736103481,DS3,none,evening,False
3444455029250372612,reel,90.0,344,Wednesday,7,28,8,2024,80091,8,True,False,"['bangalorediaries', 'vloglife', 'comingsoon', 'staytuned', 'lifestyleblogger', 'bangalorebuzz', 'adventureawaits', 'nkneverstops']",22285,133,349120,724580,0.27990311142186486,DS3,niche_only,morning,False
3489546962247130437,reel,39.2,1208,Tuesday,12,29,10,2024,80091,8,False,False,"['somtam', 'thaifood', 'thaisalad', 'thaipapayasalad', 'rawpapayasalad', 'vietnamesefood', 'vietnameserolls', 'ricepaperrolls']",172,19,1100,3505,0.002384757528841832,DS3,niche_only,afternoon,False
3609861793857636298,reel,204.833,1933,Sunday,12,13,4,2025,80091,6,True,False,"['domingoderamos', 'semanasanta', 'caminodefe', 'solidaridad', 'poesíaycompasión', 'monesterio']",84,0,809,2811,0.0010487938870299156,DS3,niche_only,afternoon,True
3420582040821485947_3433591585,reel,59.8,454,Friday,9,26,7,2024,232406,7,False,False,"['adalahinfo', 'adalahkabbandung', 'akb', 'kabupatenbandung', 'bandung', 'kabbandung', 'indonesiafollow']",1746,14,42831,89069,0.00757292164177499,DS3,niche_only,morning,False
3630198816184531541_5562532961,reel,32.2,169,Sunday,14,11,5,2025,84993,0,True,False,[],1824,65,282,59647,0.022225098242228864,DS3,none,afternoon,True
3469169609154095322,reel,25.806,911,Tuesday,10,1,10,2024,80091,5,False,False,"['kunsthal', 'kunsthalrotterdam', 'diva', 'divadelivery', 'envyperu']",665,38,6629,33033,0.008777405983119413,DS3,niche_only,morning,False
3424449771571772181,reel,23.266,185,Wednesday,17,31,7,2024,80091,8,False,False,"['akshaydesaiad', 'travel', 'maharashtra', 'goa', 'kokan', 'travelvlog', 'nightdrive', 'haunted']",97,13,1767,15064,0.001373420566348699,DS3,niche_only,afternoon,False
3612949788305702505_422085785,reel,88.766,291,Thursday,19,17,4,2025,10110,8,False,False,"['homeofficelook', 'maquillajerapido', 'bissulovers', 'maybellinemexico', 'nyxcosmeticsmx', 'getreadywithme', 'beautyreels', 'reeldemaquillaje']",121,0,118,615,0.011967164474334883,DS3,niche_only,evening,False
3626692588351258279_40772440,reel,73.998,1183,Tuesday,18,6,5,2025,160367,2,True,False,"['sleeptraining', 'sleeptrainingsuccess']",3,71,3565,132807,0.00046143869101067543,DS3,niche_only,evening,False
3478539163668422853,reel,90.033,414,Monday,8,14,10,2024,80091,0,True,False,[],621,406,18103,51460,0.012822753833091944,DS3,none,morning,False
3606015470325251398,reel,4.0,403,Tuesday,5,8,4,2025,80091,0,False,False,"['شرطة_دبي', 'غادة_المرشدي', 'الذكاء_العاطفي', 'جلسة_حوارية', 'تطوير_الذات', 'قيادة_فعالة']",3,0,61,272,3.74569245367827e-05,DS3,niche_only,night,False
3584332820690742994_1256796413,reel,3.633,177,Sunday,7,9,3,2025,98007,0,False,False,"['торт', 'тортназаказ', 'заказатьторт', 'купитьторт', 'ламбет', 'тортнаденьнароджения', 'тортмосква', 'тортмск', 'сникерс', 'тортсердце', 'тортдлядевушки', 'тортдлялюбимой']",312,0,350,2249,0.0031834135988898864,DS3,niche_only,morning,True
3626585329687935373_1061294668,reel,34.8,0,Tuesday,14,6,5,2025,439201,0,False,False,[],8,0,0,2028,1.821485330212522e-05,DS3,none,afternoon,False
3615850778790744214,reel,18.751,55,Monday,19,21,4,2025,80091,0,False,False,[],166,115,531,1910,0.0035084652649453128,DS3,none,evening,False
2601547426496090142_1166630919,reel,58.333,111,Tuesday,7,22,6,2021,348864,3,True,False,"['pblv', 'plusbellelavie', 'cesoir']",3946,95,53208,11393,0.011583277198916487,DS3,niche_only,morning,False
3428794719006814176,reel,38.7,0,Tuesday,17,6,8,2024,80091,0,False,False,[],29,0,159,746,0.0003620836038555661,DS3,none,afternoon,False
3607282227946082186_48926188105,reel,35.433,18,Wednesday,23,9,4,2025,3069,0,False,False,[],34,1,0,1236,0.011400651465798045,DS3,none,evening,False
2504071763871152250_226938209,reel,190.6,177,Sunday,20,7,2,2021,1171001,1,True,False,['zoneinterdite'],4318,302,156993,11393,0.003945339119830709,DS3,niche_only,evening,True
2632418239783454720,reel,28.1,494,Tuesday,22,3,8,2021,80091,5,False,False,"['тейпирование', 'тейп', 'кинезиотейпирование', 'массаж', 'спорт', 'медицина', 'боль', 'здоровье', 'эстетика', 'коррекция', 'реабилитация', 'терапия', 'противоотечнаятерапия', 'терапияболи', 'мфбс', 'живибезболи', 'трапеция', 'мышцы', 'тейпированиешеи', 'кинезиотейп', 'здоровыйдух', 'здоровоетело', 'здороваяспина', 'тейпкомсомольскнаамуре', 'kms27', 'komsomolsk', 'kms', 'taping', 'tape']",4,1,85,11393,6.24282075613045e-05,DS3,niche_only,evening,False
3706974215952705899_75482766701,reel,58.1,210,Monday,12,25,8,2025,24,6,False,False,"['accessories', 'jewellery', 'shortshorts', 'collaboration', 'collab', 'collaboration']",3,3,385,1730,0.24,DS3,niche_only,afternoon,False
3731645405231686326_206288808,reel,28.616,309,Sunday,12,28,9,2025,14774,15,True,False,"['engaged', 'engagementring', 'shesaidyes', 'proposalgoals', 'engagementinspo', 'foreverstartsnow', 'iloveus', 'diamondsareforever', 'engagementseason', 'ringgoals', 'bridalstyle', 'futuremrs', 'proposalideas', 'engagementringsdaily', 'couplegoals']",3,0,1293,3525,0.0002030456852791878,DS3,niche_only,afternoon,True
3466404909588581307_195080159,reel,22.0,527,Friday,14,27,9,2024,640970,4,True,False,"['titanwatches', 'titanwatchesindia', 'titanstellar', 'exploretheunexplored']",9970,2,11842,103829,0.015557646133756441,DS3,niche_only,afternoon,False
3675776193128219260_238916402,reel,14.866,231,Sunday,11,13,7,2025,3266,8,False,False,"['glowup', 'makeuponpoint', 'glowinglook', 'styleandslay', 'flawlessfinish', 'makeupmagic', 'ootdglow', 'slayeveryday']",9,0,77,267,0.0027548209366391185,DS3,niche_only,morning,True
3410319194598265629_7575782029,reel,56.266,202,Friday,5,12,7,2024,322321,9,True,False,"['kimkardashian', 'anantambaniwedding', 'radhikamerchant', 'mukeshambani', 'nitaambani', 'mumbai', 'fbreels', 'ambaniwedding', 'arweddingcelebrations']",10,1,0,1169,3.4127363319909904e-05,DS3,niche_only,night,False
3583536859872391731,reel,14.166,42,Saturday,5,8,3,2025,80091,1,False,False,['himaya_wickramasinghe_'],19,1,240,1554,0.000249712830245218,DS3,niche_only,night,True
3489529878590925366_1566443400,reel,7.033,382,Tuesday,12,29,10,2024,12149,28,False,False,"['outfitinspo', 'discoverunder20k', 'pinterestinspired', 'ootd', 'reels', 'clothingstyle', 'besheinmodels', 'ootdinspo', 'fitspo', 'pinterest', 'fashionstyle', 'igreels', 'outfitreels', 'fitreels', 'reelitfeelit', 'pinterest', 'cutefit', 'casualoutfit', 'outfitinspiration', 'outfitoftheday', 'ootdstyle', 'ootdfashion', 'fashionstyle', 'fashion', 'cuteootd', 'pov', 'positive', 'optimism']",3,4,765,2861,0.0005761316872427984,DS3,mixed,afternoon,False
3484338997872218003_4771013472,reel,187.32,243,Tuesday,8,22,10,2024,4374773,8,True,False,"['polimer', 'polimernews', 'namakkal', 'collegebus', 'students', 'flood', 'rainwater', 'subway']",16436,26,193818,560721,0.003762937239729412,DS3,niche_only,morning,False
3616541613746518667,reel,22.933,244,Tuesday,18,22,4,2025,80091,0,True,False,[],50,1,676,3537,0.0006367677171253059,DS3,none,evening,False
3525239772355101265,reel,42.125,335,Tuesday,18,17,12,2024,80091,4,False,False,"['tonight', '베이직안무', '안무영상', '릴스댄스', '춤스타그램', '춤', '댄스', 'dancechallenge', 'urbanplaydanceacademy', 'choreography']",92,0,1270,9723,0.0011486790191280029,DS3,niche_only,evening,False
3586477442929762156_259236465,reel,27.266,44,Wednesday,6,12,3,2025,54267,1,False,False,['thaikoon'],3959,49,15915,97974,0.07385567922164074,DS3,niche_only,morning,False
3596201629141208684,reel,5.333,293,Tuesday,16,25,3,2025,80091,19,False,False,"['milestartires', 'tires', 'newtires', 'performancetires', 'ms932sport', 'honda', 's2000', 'hondas2000', 's2k', 'jdm', 'tuner', 'carculture', 's2knation', 'vtec', 'hondaroadster', 'modifiedhonda', 'jdmnation', 'hondalegends', 'builtnotbought']",64,1,297,2862,0.0008115666982969585,DS3,niche_only,afternoon,False
3778693196298752521_1152289859,reel,19.936,368,Tuesday,11,2,12,2025,9918,0,False,False,"['책눈사람', '책눈사람만들기', '연말홈데코', '크리스마스인테리어', '크리스마스장식', '크리스마스데코', '크리스마스준비', '크리스마스소품', '눈사람만들기']",3,28,134,550,0.0031253150519205564,DS3,niche_only,morning,False
3631413346071549346,reel,7.5,103,Tuesday,6,13,5,2025,80091,0,False,False,"['دامن_بلند', 'دامن_عروسکی', 'دامن_مجلسی', 'دامن_ساتن']",48,11,795,4730,0.0007366528492233931,DS3,niche_only,morning,False
3544557831817500861,reel,55.533,254,Monday,10,13,1,2025,80091,11,False,False,"['visionias', 'csatprep', 'csatstrategy', 'upsccsat', 'earlypreparation', 'consistenteffort', 'csatsuccess', 'upscexam', 'csattips', 'csatpreparation', 'upscjourney']",218,1,1857,9637,0.002734355491185137,DS3,niche_only,morning,False
3497826489285057306,reel,49.4,983,Saturday,23,9,11,2024,80091,4,False,False,"['historyisviolent', 'revolver', 'rapiddragon', 'bombtruck']",3915,91,26270,68598,0.05001747989811717,DS3,niche_only,evening,True
3754253053310680755,reel,7.012,37,Wednesday,18,29,10,2025,80091,0,True,False,[],408,4,6072,31308,0.005144084303051491,DS3,none,evening,False
3701939567139063978_3729967569,reel,54.433,901,Monday,14,18,8,2025,2369,30,False,False,"['beautyinfluencer', 'ltkbeauty', 'ltkmakeup', 'makeuplover', 'sephorahaul', 'makeuptutorial', 'softglam', 'luxurymakeup', 'makeupinspo', 'glowyskin', 'makeupgoals', 'makeupartistlife', 'bridalmakeupartist', 'boisemakeupartist', 'idahomakeupartist', 'treasurevalleymakeup', 'travelingmakeupartist', 'destinationmakeupartist', 'weddingmakeupartist', 'idahobride', 'boisebride', 'bridalbeauty', 'bridalglam', 'makeupartistonthego', 'idahowedding', 'luxurybridalbeauty', 'travelingbridalmakeup', 'makeupaddict', 'makeuploversunite', 'makeupcommunity']",3,4,0,933,0.002953586497890295,DS3,niche_only,afternoon,False
3582503954772496207,reel,8.6,456,Thursday,19,6,3,2025,80091,30,False,False,"['eargasm', 'eargasmearfluencer', 'eargasmearplugs', 'metalhead', 'deathmetal', 'metalmusic', 'brutaldeathmetal', 'blackmetal', 'battlevest', 'thrashmetal', 'fyp', 'heavymusic', 'numetal', 'metal', 'hxc', 'metalcommunity', 'heavymetal', 'metalcore', 'deathcore', 'hardcore', 'heavymusic', 'doommetal', 'metalshow', 'concert', 'metalconcert', 'metalmerch', 'bandmerch', 'festivalseason', 'festival', 'haters']",77,13,846,3952,0.001123707736103481,DS3,mixed,evening,False
3538307819156474535,reel,34.6,659,Saturday,19,4,1,2025,80091,2,True,True,"['スープドルチェ', 'スーププロテイン', 'プロテインスープ', '腸活', 'mctオイル', 'コラーゲン', 'mugen', 'トマトスープ', '塩麹', 'ダイエット', '美肌', '完全食']",,0,111,564,,DS3,niche_only,evening,True
3606868596166729127,reel,44.833,49,Wednesday,9,9,4,2025,80091,3,False,False,"['cover', 'trinidadcardona❤', 'jennifer']",,3,2445,12638,,DS3,niche_only,morning,False
3442416131843977186_5350236275,reel,77.343,54,Sunday,12,25,8,2024,25809,1,True,False,['vishalcreation8584'],1479,17,0,40576,0.05796203022084463,DS3,niche_only,afternoon,True
3635358840494155159,reel,14.601,2,Sunday,17,18,5,2025,80091,0,False,False,[],108,2,104,4850,0.001373420566348699,DS3,none,afternoon,True
3524101010219261914,reel,10.066,2046,Monday,5,16,12,2024,80091,9,True,False,"['kidsnutrition', 'kidshealth', 'health', 'motherhood', 'mammaslifestylemondayseries', 'nutrition', 'motherhoodunplugged', 'motherhoodrising', 'kidshealthtips']",859,65,111575,249368,0.011536732757329072,DS3,niche_only,night,False
3525846958164326597,reel,28.261,189,Wednesday,15,18,12,2024,80091,1,True,False,['runninouttatime'],,49,5028,19866,,DS3,niche_only,afternoon,False
3631658166330410774_4974845948,reel,70.567,37,Tuesday,14,13,5,2025,3784,1,False,False,['palavradodia'],214,29,11,3829,0.06420079260237781,DS3,niche_only,afternoon,False
3632620103965170651_28171945,reel,10.601,116,Wednesday,22,14,5,2025,16126,0,True,False,[],83,20,16,2682,0.006386804737396912,DS3,none,evening,False
3515019231533949696_6301005,reel,14.083,216,Tuesday,16,3,12,2024,133997,0,True,False,[],4584,48,30940,92984,0.034567680114628574,DS3,none,afternoon,False
3474129171745458751_2283934480,reel,10.666,162,Tuesday,6,8,10,2024,145662,12,False,False,"['reelsinstagram', 'fashion', 'competition', 'champion', 'nevergiveup', 'explore', 'famous', 'influencer', 'bodybuilding', 'reels', 'blogger', 'delhi']",3,12,2690,23544,0.00010297742048426848,DS3,mixed,morning,False
3619563359822466551_1020638041,reel,19.433,54,Saturday,22,26,4,2025,55868,2,True,False,"['stingem🐝', 'wreckhavoc']",407,1,0,20322,0.007302797615851366,DS3,niche_only,evening,True
3635412262963196436_510254181,reel,37.066,406,Sunday,19,18,5,2025,22624,10,False,False,"['parabolikformasyonlar', 'borsaanalizi', 'teknikanaliz', 'piyasapsikolojisi', 'yatırımstratejileri', 'finansalözgürlük', 'kriptopara', 'hissesenedi', '2024yatırımları', 'kazançfırsatları']",19,0,21,1646,0.0008397790055248618,DS3,niche_only,evening,True
3430195268661496869,reel,13.482,4,Thursday,15,8,8,2024,80091,0,False,False,[],258,1,3435,9035,0.003233781151675573,DS3,none,afternoon,False
3618887317202317786,reel,31.766,335,Saturday,0,26,4,2025,80091,10,True,False,"['faith', 'godisgood', 'pray', 'motivation', 'relatable', 'manifestation', 'nevergiveup', 'confidence', 'keepgoing', 'fyp']",7676,385,34110,90131,0.10064675623033512,DS3,mixed,night,True
3601107761821094766_5360638569,reel,20.533,3,Tuesday,11,1,4,2025,4349695,0,True,False,[],3009655,10308,24942177,55252656,0.6942928885145077,DS3,none,morning,False
3599734750400894129,reel,47.3,32,Sunday,13,30,3,2025,80091,0,True,False,[],276,9,6317,17007,0.0035584078309943566,DS3,none,afternoon,True
3493100499413345735,reel,8.866,249,Sunday,10,3,11,2024,80091,8,True,False,"['godislove', 'alohakeakua', 'kekoapurealoha', 'godsmission', 'showpurealoha', 'hawaii', 'blessed', 'purealoha']",708,33,3913,13877,0.009251860360585326,DS3,niche_only,morning,True
3598055354197533277,reel,26.433,0,Friday,6,28,3,2025,80091,0,False,False,[],19,0,1266,2867,0.0002372271887329571,DS3,none,morning,False
3576343502002799165_2283971151,reel,117.28,471,Wednesday,7,26,2,2025,212929,5,True,False,"['bombayfilmstory', 'bomanirani', 'themehtaboys', 'exclusive', 'interview']",33,1,451,2293,0.00015967688911848964,DS3,niche_only,morning,False
